input,output
"[2095.0, 127.0, 22.0, 76.0, 97.0, 148.0, 3934.0, 195.0, 292.0, 32.0, 2.0, 830.0, 367.0, 158.0, 35.0, 71.0, 31.0, 48.0, 21.0, 0.0, 15.0, 16.0, 1625.0, 64.0, 43.0, 1136.0, 38.0, 301.0, 82.0, 0.0]",832.0
"[1954.0, 176.0, 23.0, 63.0, 73.0, 149.0, 3950.0, 161.0, 215.0, 29.0, 6.0, 755.0, 364.0, 161.0, 42.0, 68.0, 37.0, 48.0, 19.0, 0.0, 10.0, 17.0, 1703.0, 61.0, 43.0, 1635.0, 27.0, 331.0, 103.0, 0.0]",764.0
"[1861.0, 146.0, 21.0, 72.0, 53.0, 135.0, 3855.0, 163.0, 276.0, 34.0, 3.0, 853.0, 408.0, 156.0, 24.0, 74.0, 36.0, 48.0, 17.0, 0.0, 13.0, 17.0, 1655.0, 44.0, 56.0, 1280.0, 25.0, 300.0, 77.0, 0.0]",879.0
"[1993.0, 221.0, 20.0, 72.0, 77.0, 149.0, 3965.0, 171.0, 196.0, 47.0, 6.0, 1327.0, 625.0, 140.0, 34.0, 121.0, 72.0, 45.0, 19.0, 0.0, 25.0, 17.0, 1722.0, 62.0, 67.0, 1266.0, 38.0, 330.0, 149.0, 0.0]",1272.0
"[2257.0, 344.0, 24.0, 71.0, 90.0, 178.0, 3756.0, 206.0, 230.0, 54.0, 4.0, 991.0, 981.0, 158.0, 42.0, 128.0, 50.0, 71.0, 18.0, 0.0, 17.0, 8.0, 1840.0, 80.0, 71.0, 1054.0, 52.0, 310.0, 277.0, 0.0]",1414.0
"[2182.0, 241.0, 22.0, 61.0, 82.0, 182.0, 4153.0, 219.0, 251.0, 47.0, 6.0, 1124.0, 575.0, 130.0, 31.0, 105.0, 45.0, 64.0, 24.0, 0.0, 15.0, 9.0, 1642.0, 60.0, 65.0, 1234.0, 30.0, 258.0, 181.0, 0.0]",928.0
"[1556.0, 130.0, 0.0, 80.0, 3351.0, 29.0, 0.0, 0.0, 82.0, 14.0, 0.0, 1615.0, 6.0, 2591.0, 36.0, 243.0, 6.0, 15.0, 703.0, 26.0, 96.0, 0.0, 2251.0, 2.0, 183.0, 506.0, 0.0, 22.0, 53.0, 0.0]",1.0
"[1981.0, 156.0, 0.0, 47.0, 3865.0, 66.0, 0.0, 0.0, 89.0, 11.0, 0.0, 1968.0, 3.0, 2751.0, 36.0, 275.0, 2.0, 11.0, 547.0, 10.0, 81.0, 0.0, 2550.0, 2.0, 210.0, 623.0, 0.0, 24.0, 50.0, 0.0]",0.0
"[1800.0, 154.0, 0.0, 42.0, 2857.0, 34.0, 0.0, 0.0, 112.0, 26.0, 0.0, 2015.0, 3.0, 2731.0, 63.0, 320.0, 3.0, 15.0, 437.0, 28.0, 85.0, 0.0, 1926.0, 1.0, 168.0, 517.0, 0.0, 29.0, 51.0, 0.0]",0.0
"[1715.0, 145.0, 0.0, 33.0, 2963.0, 29.0, 0.0, 0.0, 110.0, 25.0, 0.0, 1870.0, 4.0, 2504.0, 56.0, 282.0, 1.0, 20.0, 399.0, 23.0, 74.0, 0.0, 1590.0, 3.0, 152.0, 600.0, 0.0, 20.0, 56.0, 0.0]",1.0
"[1776.0, 177.0, 0.0, 43.0, 3264.0, 40.0, 0.0, 0.0, 109.0, 38.0, 1.0, 1772.0, 4.0, 2635.0, 36.0, 310.0, 1.0, 27.0, 424.0, 14.0, 60.0, 0.0, 1732.0, 4.0, 171.0, 864.0, 0.0, 15.0, 57.0, 0.0]",1.0
"[1481.0, 150.0, 0.0, 48.0, 3480.0, 21.0, 2.0, 0.0, 84.0, 19.0, 0.0, 1597.0, 4.0, 2533.0, 48.0, 328.0, 1.0, 19.0, 447.0, 15.0, 55.0, 0.0, 1881.0, 0.0, 157.0, 506.0, 0.0, 37.0, 40.0, 0.0]",1.0
"[1526.0, 147.0, 0.0, 31.0, 3510.0, 22.0, 0.0, 0.0, 115.0, 37.0, 0.0, 1610.0, 5.0, 2203.0, 40.0, 342.0, 3.0, 18.0, 510.0, 12.0, 58.0, 0.0, 1453.0, 1.0, 185.0, 483.0, 0.0, 17.0, 61.0, 0.0]",0.0
"[1549.0, 143.0, 0.0, 25.0, 3371.0, 23.0, 0.0, 0.0, 67.0, 12.0, 1.0, 1673.0, 5.0, 2365.0, 39.0, 277.0, 0.0, 18.0, 712.0, 17.0, 65.0, 0.0, 1275.0, 2.0, 183.0, 495.0, 0.0, 23.0, 55.0, 0.0]",0.0
"[1689.0, 188.0, 0.0, 48.0, 3414.0, 31.0, 1.0, 1.0, 82.0, 23.0, 0.0, 1985.0, 6.0, 2839.0, 60.0, 269.0, 1.0, 18.0, 551.0, 22.0, 54.0, 0.0, 1489.0, 4.0, 236.0, 550.0, 0.0, 24.0, 46.0, 0.0]",1.0
"[1727.0, 163.0, 0.0, 30.0, 3386.0, 32.0, 1.0, 0.0, 87.0, 23.0, 1.0, 1814.0, 4.0, 2729.0, 47.0, 223.0, 1.0, 23.0, 443.0, 21.0, 64.0, 0.0, 1641.0, 7.0, 229.0, 784.0, 0.0, 15.0, 50.0, 0.0]",0.0
"[1583.0, 151.0, 0.0, 45.0, 3675.0, 39.0, 0.0, 0.0, 112.0, 19.0, 0.0, 1774.0, 3.0, 2472.0, 46.0, 286.0, 1.0, 26.0, 391.0, 24.0, 46.0, 0.0, 1487.0, 1.0, 224.0, 560.0, 0.0, 28.0, 68.0, 0.0]",0.0
"[1565.0, 175.0, 0.0, 47.0, 3889.0, 26.0, 1.0, 0.0, 95.0, 25.0, 0.0, 2048.0, 4.0, 2316.0, 45.0, 423.0, 0.0, 10.0, 434.0, 18.0, 68.0, 0.0, 1367.0, 1.0, 191.0, 820.0, 0.0, 29.0, 63.0, 0.0]",0.0
"[1679.0, 169.0, 1.0, 44.0, 3288.0, 29.0, 0.0, 0.0, 104.0, 21.0, 0.0, 1952.0, 5.0, 2471.0, 48.0, 509.0, 2.0, 28.0, 500.0, 23.0, 51.0, 0.0, 1499.0, 1.0, 215.0, 493.0, 0.0, 22.0, 41.0, 0.0]",0.0
"[1550.0, 161.0, 0.0, 31.0, 2580.0, 38.0, 0.0, 0.0, 75.0, 25.0, 1.0, 1870.0, 1.0, 2295.0, 49.0, 370.0, 1.0, 16.0, 511.0, 24.0, 126.0, 0.0, 1248.0, 1.0, 194.0, 498.0, 0.0, 24.0, 53.0, 0.0]",1.0
"[1477.0, 165.0, 0.0, 47.0, 2357.0, 19.0, 0.0, 0.0, 65.0, 19.0, 0.0, 1767.0, 4.0, 2543.0, 58.0, 324.0, 3.0, 15.0, 572.0, 12.0, 72.0, 0.0, 1299.0, 5.0, 304.0, 562.0, 0.0, 34.0, 69.0, 0.0]",2.0
"[1832.0, 153.0, 0.0, 44.0, 2221.0, 27.0, 0.0, 0.0, 65.0, 17.0, 0.0, 1848.0, 5.0, 3166.0, 61.0, 241.0, 1.0, 9.0, 689.0, 25.0, 119.0, 0.0, 1645.0, 7.0, 256.0, 728.0, 0.0, 40.0, 105.0, 0.0]",1.0
"[1564.0, 142.0, 0.0, 48.0, 2812.0, 25.0, 1.0, 0.0, 71.0, 11.0, 0.0, 1683.0, 4.0, 2766.0, 57.0, 332.0, 3.0, 16.0, 446.0, 24.0, 65.0, 0.0, 1300.0, 3.0, 195.0, 550.0, 0.0, 28.0, 66.0, 0.0]",0.0
"[1774.0, 130.0, 0.0, 41.0, 2660.0, 27.0, 0.0, 0.0, 112.0, 16.0, 0.0, 1783.0, 6.0, 2497.0, 38.0, 369.0, 0.0, 10.0, 441.0, 22.0, 73.0, 0.0, 1120.0, 2.0, 221.0, 581.0, 0.0, 27.0, 40.0, 0.0]",1.0
"[1676.0, 192.0, 0.0, 29.0, 3174.0, 21.0, 0.0, 0.0, 80.0, 13.0, 0.0, 1775.0, 3.0, 2351.0, 32.0, 316.0, 1.0, 21.0, 370.0, 19.0, 68.0, 0.0, 1342.0, 1.0, 213.0, 1074.0, 0.0, 25.0, 62.0, 0.0]",0.0
"[1591.0, 182.0, 0.0, 42.0, 2685.0, 23.0, 3.0, 0.0, 94.0, 26.0, 0.0, 1788.0, 8.0, 2205.0, 79.0, 242.0, 1.0, 28.0, 408.0, 11.0, 53.0, 0.0, 1413.0, 3.0, 181.0, 573.0, 0.0, 28.0, 43.0, 0.0]",1.0
"[1674.0, 128.0, 0.0, 43.0, 2685.0, 17.0, 0.0, 0.0, 94.0, 54.0, 0.0, 2199.0, 3.0, 2441.0, 53.0, 218.0, 0.0, 10.0, 620.0, 15.0, 103.0, 0.0, 1612.0, 2.0, 194.0, 569.0, 0.0, 29.0, 43.0, 0.0]",0.0
"[1737.0, 135.0, 1.0, 29.0, 2631.0, 21.0, 1.0, 0.0, 73.0, 14.0, 0.0, 2024.0, 6.0, 2491.0, 57.0, 214.0, 1.0, 13.0, 1453.0, 20.0, 99.0, 0.0, 1367.0, 3.0, 206.0, 553.0, 0.0, 31.0, 45.0, 0.0]",0.0
"[2050.0, 132.0, 0.0, 49.0, 2866.0, 26.0, 0.0, 0.0, 80.0, 18.0, 0.0, 2096.0, 3.0, 3058.0, 69.0, 204.0, 0.0, 19.0, 632.0, 106.0, 91.0, 0.0, 1875.0, 9.0, 274.0, 654.0, 0.0, 25.0, 53.0, 0.0]",0.0
"[1938.0, 179.0, 0.0, 29.0, 3094.0, 36.0, 0.0, 1.0, 108.0, 16.0, 0.0, 1953.0, 8.0, 2806.0, 77.0, 200.0, 1.0, 19.0, 429.0, 46.0, 76.0, 0.0, 1603.0, 23.0, 254.0, 551.0, 0.0, 23.0, 54.0, 0.0]",3.0
"[1719.0, 232.0, 2.0, 50.0, 2374.0, 34.0, 1.0, 0.0, 100.0, 20.0, 2.0, 2024.0, 4.0, 3630.0, 60.0, 210.0, 1.0, 30.0, 423.0, 25.0, 81.0, 0.0, 1394.0, 2.0, 212.0, 614.0, 0.0, 22.0, 56.0, 0.0]",1.0
"[1684.0, 174.0, 0.0, 42.0, 2203.0, 35.0, 0.0, 0.0, 105.0, 22.0, 0.0, 3758.0, 7.0, 2607.0, 66.0, 246.0, 0.0, 15.0, 521.0, 19.0, 86.0, 0.0, 1435.0, 9.0, 257.0, 632.0, 0.0, 37.0, 64.0, 0.0]",1.0
"[1741.0, 144.0, 0.0, 48.0, 2276.0, 21.0, 0.0, 0.0, 85.0, 22.0, 1.0, 2130.0, 4.0, 2621.0, 56.0, 257.0, 1.0, 15.0, 456.0, 20.0, 61.0, 0.0, 1104.0, 4.0, 237.0, 567.0, 0.0, 14.0, 67.0, 0.0]",2.0
"[1656.0, 153.0, 0.0, 38.0, 2176.0, 21.0, 0.0, 0.0, 72.0, 18.0, 1.0, 2035.0, 5.0, 2856.0, 47.0, 195.0, 1.0, 20.0, 514.0, 25.0, 57.0, 0.0, 1192.0, 3.0, 230.0, 522.0, 0.0, 43.0, 49.0, 0.0]",0.0
"[1717.0, 201.0, 0.0, 31.0, 1928.0, 28.0, 0.0, 0.0, 65.0, 13.0, 0.0, 1960.0, 7.0, 2625.0, 53.0, 215.0, 2.0, 18.0, 761.0, 18.0, 65.0, 0.0, 1180.0, 4.0, 228.0, 545.0, 0.0, 35.0, 50.0, 0.0]",1.0
"[1921.0, 203.0, 0.0, 40.0, 1841.0, 29.0, 0.0, 0.0, 70.0, 17.0, 1.0, 2107.0, 8.0, 2982.0, 119.0, 217.0, 2.0, 14.0, 536.0, 32.0, 77.0, 0.0, 1176.0, 3.0, 272.0, 604.0, 0.0, 44.0, 80.0, 0.0]",1.0
"[2134.0, 210.0, 0.0, 49.0, 1639.0, 35.0, 0.0, 0.0, 94.0, 26.0, 1.0, 2082.0, 3.0, 2848.0, 137.0, 237.0, 0.0, 17.0, 411.0, 19.0, 63.0, 0.0, 1164.0, 3.0, 194.0, 655.0, 0.0, 25.0, 43.0, 0.0]",0.0
"[1772.0, 182.0, 0.0, 44.0, 1682.0, 29.0, 0.0, 0.0, 84.0, 17.0, 0.0, 2573.0, 3.0, 3738.0, 125.0, 204.0, 0.0, 24.0, 439.0, 28.0, 51.0, 0.0, 1291.0, 1.0, 250.0, 649.0, 0.0, 32.0, 44.0, 0.0]",1.0
"[1647.0, 142.0, 0.0, 56.0, 2107.0, 31.0, 0.0, 1.0, 81.0, 14.0, 1.0, 2203.0, 9.0, 2756.0, 104.0, 380.0, 2.0, 17.0, 496.0, 24.0, 56.0, 0.0, 2378.0, 5.0, 240.0, 580.0, 0.0, 25.0, 61.0, 0.0]",1.0
"[1576.0, 138.0, 0.0, 42.0, 1689.0, 29.0, 0.0, 0.0, 87.0, 16.0, 0.0, 2106.0, 10.0, 2768.0, 78.0, 216.0, 1.0, 23.0, 500.0, 16.0, 62.0, 0.0, 1413.0, 0.0, 195.0, 546.0, 0.0, 32.0, 38.0, 0.0]",0.0
"[1825.0, 135.0, 0.0, 39.0, 2005.0, 28.0, 1.0, 0.0, 91.0, 17.0, 0.0, 2075.0, 5.0, 2939.0, 84.0, 209.0, 1.0, 25.0, 848.0, 22.0, 79.0, 0.0, 1686.0, 2.0, 194.0, 621.0, 0.0, 35.0, 39.0, 0.0]",1.0
"[1710.0, 147.0, 0.0, 45.0, 1826.0, 24.0, 0.0, 0.0, 65.0, 16.0, 1.0, 2378.0, 2.0, 3230.0, 61.0, 176.0, 0.0, 15.0, 713.0, 22.0, 78.0, 0.0, 1297.0, 2.0, 210.0, 557.0, 0.0, 21.0, 67.0, 0.0]",3.0
"[2077.0, 159.0, 0.0, 47.0, 1736.0, 31.0, 1.0, 0.0, 69.0, 20.0, 0.0, 2651.0, 4.0, 3224.0, 124.0, 243.0, 0.0, 31.0, 860.0, 34.0, 91.0, 1.0, 1562.0, 3.0, 379.0, 707.0, 0.0, 48.0, 53.0, 0.0]",1.0
"[1751.0, 172.0, 0.0, 44.0, 1371.0, 18.0, 0.0, 0.0, 73.0, 9.0, 0.0, 2262.0, 2.0, 2629.0, 91.0, 199.0, 1.0, 23.0, 411.0, 17.0, 75.0, 0.0, 1348.0, 6.0, 265.0, 580.0, 0.0, 36.0, 56.0, 0.0]",2.0
"[1813.0, 178.0, 0.0, 39.0, 1424.0, 18.0, 1.0, 0.0, 87.0, 20.0, 1.0, 2366.0, 5.0, 2613.0, 88.0, 233.0, 3.0, 20.0, 395.0, 21.0, 101.0, 0.0, 1369.0, 4.0, 253.0, 560.0, 0.0, 25.0, 46.0, 0.0]",1.0
"[2053.0, 203.0, 0.0, 54.0, 1499.0, 29.0, 0.0, 0.0, 83.0, 14.0, 0.0, 2398.0, 2.0, 4283.0, 77.0, 218.0, 0.0, 10.0, 393.0, 18.0, 59.0, 0.0, 1612.0, 0.0, 235.0, 525.0, 0.0, 24.0, 69.0, 0.0]",1.0
"[1775.0, 153.0, 0.0, 40.0, 1780.0, 21.0, 0.0, 0.0, 64.0, 16.0, 0.0, 2123.0, 3.0, 2861.0, 65.0, 231.0, 1.0, 9.0, 354.0, 24.0, 54.0, 0.0, 1508.0, 4.0, 225.0, 556.0, 0.0, 24.0, 63.0, 0.0]",0.0
"[1886.0, 151.0, 0.0, 41.0, 1965.0, 18.0, 1.0, 0.0, 76.0, 12.0, 0.0, 2212.0, 3.0, 2441.0, 74.0, 195.0, 1.0, 22.0, 597.0, 20.0, 68.0, 0.0, 1118.0, 7.0, 245.0, 537.0, 0.0, 23.0, 43.0, 0.0]",0.0
"[1774.0, 139.0, 0.0, 37.0, 2365.0, 12.0, 1.0, 0.0, 62.0, 19.0, 0.0, 1858.0, 4.0, 2424.0, 91.0, 188.0, 0.0, 12.0, 674.0, 14.0, 80.0, 0.0, 1130.0, 0.0, 169.0, 571.0, 0.0, 27.0, 42.0, 0.0]",1.0
"[4828.0, 155.0, 0.0, 55.0, 3490.0, 24.0, 0.0, 0.0, 66.0, 10.0, 0.0, 2196.0, 5.0, 2836.0, 66.0, 225.0, 1.0, 14.0, 617.0, 27.0, 99.0, 0.0, 1239.0, 0.0, 222.0, 660.0, 0.0, 28.0, 40.0, 0.0]",1.0
"[2042.0, 238.0, 0.0, 30.0, 3961.0, 20.0, 0.0, 0.0, 80.0, 15.0, 1.0, 2102.0, 2.0, 2631.0, 113.0, 332.0, 0.0, 21.0, 437.0, 13.0, 66.0, 0.0, 1130.0, 4.0, 219.0, 531.0, 0.0, 16.0, 71.0, 0.0]",0.0
"[2098.0, 197.0, 0.0, 42.0, 5279.0, 21.0, 0.0, 0.0, 100.0, 20.0, 0.0, 2364.0, 2.0, 2796.0, 91.0, 250.0, 1.0, 32.0, 408.0, 19.0, 65.0, 0.0, 1138.0, 3.0, 233.0, 597.0, 0.0, 28.0, 41.0, 0.0]",3.0
"[1780.0, 168.0, 0.0, 36.0, 2640.0, 43.0, 0.0, 1.0, 99.0, 7.0, 1.0, 2107.0, 1.0, 2674.0, 76.0, 215.0, 4.0, 45.0, 372.0, 19.0, 61.0, 0.0, 1399.0, 7.0, 225.0, 546.0, 0.0, 28.0, 50.0, 0.0]",1.0
"[1817.0, 162.0, 1.0, 37.0, 4206.0, 16.0, 0.0, 1.0, 77.0, 11.0, 0.0, 2027.0, 4.0, 2865.0, 78.0, 228.0, 1.0, 22.0, 468.0, 22.0, 79.0, 1.0, 1264.0, 0.0, 231.0, 573.0, 0.0, 21.0, 60.0, 0.0]",0.0
"[1707.0, 153.0, 0.0, 48.0, 2073.0, 33.0, 0.0, 0.0, 90.0, 15.0, 0.0, 2265.0, 5.0, 2382.0, 66.0, 227.0, 1.0, 7.0, 707.0, 27.0, 71.0, 0.0, 1428.0, 3.0, 218.0, 567.0, 0.0, 18.0, 45.0, 0.0]",1.0
"[1538.0, 176.0, 0.0, 22.0, 2017.0, 24.0, 0.0, 0.0, 74.0, 13.0, 0.0, 2423.0, 6.0, 2501.0, 63.0, 151.0, 1.0, 13.0, 667.0, 27.0, 75.0, 0.0, 1036.0, 0.0, 207.0, 468.0, 0.0, 27.0, 38.0, 0.0]",0.0
"[1942.0, 174.0, 0.0, 38.0, 1571.0, 27.0, 0.0, 0.0, 80.0, 24.0, 0.0, 2107.0, 5.0, 2883.0, 93.0, 197.0, 0.0, 18.0, 572.0, 17.0, 109.0, 0.0, 1072.0, 1.0, 207.0, 590.0, 0.0, 29.0, 58.0, 0.0]",1.0
"[1923.0, 245.0, 0.0, 43.0, 1606.0, 28.0, 0.0, 1.0, 101.0, 14.0, 0.0, 2089.0, 3.0, 2690.0, 88.0, 390.0, 2.0, 27.0, 495.0, 23.0, 42.0, 0.0, 1265.0, 2.0, 178.0, 586.0, 0.0, 27.0, 58.0, 0.0]",1.0
"[2008.0, 315.0, 0.0, 46.0, 1781.0, 29.0, 0.0, 0.0, 140.0, 17.0, 0.0, 2271.0, 5.0, 2689.0, 62.0, 419.0, 0.0, 20.0, 423.0, 120.0, 78.0, 0.0, 1266.0, 2.0, 184.0, 608.0, 0.0, 25.0, 86.0, 0.0]",2.0
"[1848.0, 175.0, 0.0, 55.0, 1750.0, 30.0, 0.0, 0.0, 96.0, 10.0, 0.0, 2272.0, 2.0, 2687.0, 71.0, 429.0, 0.0, 23.0, 420.0, 23.0, 68.0, 0.0, 1267.0, 4.0, 198.0, 543.0, 0.0, 23.0, 45.0, 0.0]",1.0
"[1788.0, 166.0, 0.0, 40.0, 5338.0, 35.0, 0.0, 0.0, 92.0, 18.0, 0.0, 2523.0, 4.0, 2701.0, 58.0, 288.0, 0.0, 24.0, 437.0, 23.0, 49.0, 0.0, 1700.0, 0.0, 201.0, 601.0, 0.0, 32.0, 54.0, 0.0]",0.0
"[1735.0, 186.0, 0.0, 38.0, 4210.0, 24.0, 0.0, 0.0, 77.0, 19.0, 0.0, 2251.0, 5.0, 2597.0, 51.0, 235.0, 1.0, 41.0, 595.0, 25.0, 71.0, 0.0, 1455.0, 0.0, 177.0, 531.0, 0.0, 20.0, 46.0, 0.0]",1.0
"[1657.0, 157.0, 1.0, 34.0, 7088.0, 22.0, 0.0, 0.0, 60.0, 15.0, 0.0, 2795.0, 7.0, 2318.0, 69.0, 208.0, 0.0, 16.0, 633.0, 27.0, 95.0, 0.0, 1087.0, 4.0, 211.0, 450.0, 0.0, 20.0, 42.0, 0.0]",0.0
"[2336.0, 209.0, 0.0, 42.0, 4574.0, 27.0, 1.0, 0.0, 75.0, 17.0, 0.0, 2437.0, 7.0, 2917.0, 71.0, 229.0, 2.0, 15.0, 591.0, 25.0, 99.0, 0.0, 1344.0, 3.0, 230.0, 590.0, 0.0, 25.0, 61.0, 0.0]",0.0
"[2130.0, 171.0, 0.0, 33.0, 6083.0, 28.0, 1.0, 0.0, 78.0, 12.0, 0.0, 2057.0, 1.0, 3220.0, 58.0, 257.0, 2.0, 23.0, 506.0, 18.0, 67.0, 0.0, 1299.0, 4.0, 237.0, 545.0, 0.0, 24.0, 62.0, 0.0]",0.0
"[2152.0, 178.0, 0.0, 43.0, 6901.0, 29.0, 0.0, 0.0, 118.0, 16.0, 1.0, 2151.0, 2.0, 2962.0, 67.0, 284.0, 0.0, 14.0, 409.0, 23.0, 79.0, 0.0, 1261.0, 0.0, 267.0, 614.0, 1.0, 23.0, 39.0, 0.0]",1.0
"[1968.0, 179.0, 0.0, 48.0, 6935.0, 32.0, 0.0, 0.0, 108.0, 28.0, 1.0, 2095.0, 3.0, 2833.0, 81.0, 287.0, 11.0, 17.0, 390.0, 24.0, 52.0, 0.0, 1240.0, 2.0, 230.0, 607.0, 0.0, 24.0, 68.0, 0.0]",0.0
"[1852.0, 169.0, 0.0, 40.0, 4656.0, 31.0, 0.0, 0.0, 110.0, 22.0, 0.0, 2433.0, 2.0, 2661.0, 73.0, 169.0, 4.0, 13.0, 406.0, 18.0, 80.0, 1.0, 1437.0, 2.0, 239.0, 521.0, 0.0, 32.0, 66.0, 0.0]",0.0
"[1707.0, 172.0, 0.0, 19.0, 3323.0, 44.0, 0.0, 0.0, 92.0, 9.0, 1.0, 2237.0, 0.0, 2823.0, 49.0, 207.0, 0.0, 22.0, 483.0, 12.0, 57.0, 0.0, 1184.0, 4.0, 264.0, 530.0, 0.0, 17.0, 64.0, 0.0]",1.0
"[1629.0, 128.0, 0.0, 30.0, 2211.0, 23.0, 0.0, 0.0, 77.0, 27.0, 1.0, 1835.0, 5.0, 2226.0, 61.0, 197.0, 0.0, 18.0, 518.0, 24.0, 71.0, 0.0, 935.0, 3.0, 221.0, 496.0, 0.0, 14.0, 38.0, 0.0]",0.0
"[2036.0, 146.0, 0.0, 43.0, 4490.0, 18.0, 0.0, 0.0, 96.0, 18.0, 1.0, 2170.0, 6.0, 3113.0, 59.0, 218.0, 3.0, 13.0, 583.0, 23.0, 66.0, 0.0, 945.0, 9.0, 260.0, 599.0, 0.0, 29.0, 55.0, 0.0]",0.0
"[2053.0, 198.0, 0.0, 37.0, 5429.0, 28.0, 0.0, 0.0, 95.0, 13.0, 1.0, 2333.0, 8.0, 2615.0, 72.0, 259.0, 0.0, 20.0, 403.0, 17.0, 40.0, 0.0, 1166.0, 3.0, 227.0, 565.0, 0.0, 25.0, 35.0, 0.0]",0.0
"[1975.0, 147.0, 0.0, 41.0, 2124.0, 21.0, 0.0, 0.0, 86.0, 14.0, 0.0, 2075.0, 8.0, 2841.0, 67.0, 264.0, 3.0, 18.0, 396.0, 19.0, 33.0, 0.0, 1106.0, 4.0, 243.0, 467.0, 0.0, 29.0, 34.0, 0.0]",0.0
"[2130.0, 173.0, 0.0, 26.0, 2177.0, 36.0, 0.0, 0.0, 88.0, 18.0, 0.0, 1948.0, 6.0, 2636.0, 47.0, 209.0, 0.0, 22.0, 361.0, 24.0, 60.0, 0.0, 1145.0, 3.0, 219.0, 539.0, 1.0, 31.0, 42.0, 0.0]",0.0
"[1999.0, 164.0, 0.0, 25.0, 3286.0, 14.0, 0.0, 0.0, 102.0, 19.0, 0.0, 2090.0, 3.0, 2610.0, 38.0, 195.0, 1.0, 25.0, 408.0, 16.0, 65.0, 0.0, 1079.0, 4.0, 179.0, 567.0, 1.0, 14.0, 131.0, 0.0]",3.0
"[2004.0, 141.0, 0.0, 33.0, 4491.0, 32.0, 0.0, 0.0, 79.0, 15.0, 0.0, 2081.0, 3.0, 2424.0, 51.0, 201.0, 1.0, 21.0, 543.0, 18.0, 65.0, 0.0, 1026.0, 3.0, 186.0, 514.0, 0.0, 20.0, 64.0, 0.0]",1.0
"[1724.0, 163.0, 0.0, 33.0, 6168.0, 17.0, 0.0, 0.0, 59.0, 15.0, 0.0, 3943.0, 8.0, 2285.0, 46.0, 213.0, 0.0, 20.0, 517.0, 22.0, 56.0, 0.0, 1055.0, 3.0, 281.0, 414.0, 0.0, 26.0, 86.0, 0.0]",1.0
"[2166.0, 170.0, 0.0, 45.0, 6004.0, 31.0, 0.0, 0.0, 85.0, 13.0, 0.0, 4678.0, 1.0, 2801.0, 56.0, 193.0, 1.0, 52.0, 508.0, 27.0, 77.0, 0.0, 1323.0, 3.0, 191.0, 587.0, 0.0, 19.0, 48.0, 0.0]",1.0
"[2356.0, 152.0, 0.0, 26.0, 5315.0, 32.0, 0.0, 0.0, 94.0, 19.0, 1.0, 2418.0, 3.0, 2775.0, 80.0, 273.0, 1.0, 21.0, 383.0, 20.0, 58.0, 0.0, 1381.0, 2.0, 189.0, 656.0, 0.0, 25.0, 60.0, 0.0]",1.0
"[2301.0, 159.0, 0.0, 35.0, 5654.0, 38.0, 0.0, 0.0, 104.0, 17.0, 1.0, 2309.0, 2.0, 2947.0, 40.0, 198.0, 1.0, 38.0, 323.0, 24.0, 56.0, 0.0, 1161.0, 1.0, 193.0, 595.0, 0.0, 30.0, 82.0, 0.0]",0.0
"[2189.0, 160.0, 0.0, 29.0, 6156.0, 30.0, 0.0, 0.0, 95.0, 15.0, 0.0, 2146.0, 2.0, 2961.0, 67.0, 265.0, 2.0, 26.0, 380.0, 11.0, 46.0, 0.0, 1148.0, 1.0, 236.0, 521.0, 0.0, 22.0, 75.0, 0.0]",0.0
"[1981.0, 183.0, 0.0, 33.0, 4642.0, 24.0, 0.0, 0.0, 76.0, 27.0, 0.0, 1922.0, 7.0, 2893.0, 45.0, 241.0, 2.0, 16.0, 395.0, 23.0, 84.0, 0.0, 1075.0, 0.0, 179.0, 603.0, 0.0, 27.0, 61.0, 0.0]",2.0
"[1798.0, 178.0, 0.0, 36.0, 3972.0, 23.0, 0.0, 0.0, 92.0, 12.0, 0.0, 2249.0, 5.0, 2607.0, 62.0, 215.0, 0.0, 25.0, 540.0, 19.0, 66.0, 0.0, 1025.0, 3.0, 185.0, 528.0, 0.0, 20.0, 53.0, 0.0]",0.0
"[1534.0, 123.0, 0.0, 28.0, 5755.0, 20.0, 1.0, 0.0, 63.0, 21.0, 0.0, 1905.0, 5.0, 2223.0, 57.0, 560.0, 1.0, 26.0, 480.0, 24.0, 57.0, 0.0, 886.0, 0.0, 197.0, 503.0, 0.0, 33.0, 41.0, 0.0]",0.0
"[2197.0, 162.0, 0.0, 36.0, 4657.0, 19.0, 0.0, 0.0, 72.0, 12.0, 0.0, 2414.0, 8.0, 2814.0, 50.0, 351.0, 0.0, 18.0, 440.0, 22.0, 72.0, 0.0, 1144.0, 1.0, 219.0, 617.0, 0.0, 31.0, 58.0, 0.0]",1.0
"[2223.0, 289.0, 0.0, 40.0, 6140.0, 24.0, 0.0, 0.0, 87.0, 23.0, 0.0, 2722.0, 8.0, 3038.0, 55.0, 510.0, 1.0, 32.0, 376.0, 27.0, 49.0, 0.0, 1166.0, 3.0, 253.0, 571.0, 0.0, 16.0, 44.0, 0.0]",0.0
