,links
1139,Okeechobee County
1140,Demi Lovato
1141,Dario Resta
1142,New-Croton-Talsperre
1143,MTV Portugal
1144,Larry Keith
1145,PGC 23937
1146,Havoc (Hip-Hop-Musiker)
1147,Daniel Berrigan
1148,Anthony Iannaccone
1149,Katharina Brumbach
1150,Joe Giardullo
1151,Miami Springs
1152,Brookridge
1153,PGC 52123
1154,Ballettkompanie
1155,Kenneth Turan
1156,U-Bahn-Linie 4 (New York City)
1157,Sam Furnace
1158,Alison Steadman
1159,Aleksey Semenenko
1160,Aryeh Kaplan
1161,Arp 270
1162,Marcus Alexis
1163,Lee County (Florida)
1164,Regnery Publishing
1165,Robert LaSardo
1166,Pacific Gas and Electric
1167,Liv Ullmann
1168,Thomas Edmund Molloy
1169,David Hitlin
1170,Rotonda
1171,Grammy Awards 2013
1172,Gerry Goffin
1173,King Pharmaceuticals
1174,Mia Love
1175,The Other Side of the Wind
1176,Arp 81
1177,Fred the Undercover Kitty
1178,Roberto Baggio
1179,Austin Grossman
1180,Carol Weymuller Open 2020
1181,Selfish Machines Tour
1182,Connie Gilchrist
1183,How We Do
1184,Curtis James Jackson
1185,David Chandler (Chemiker)
1186,Marion Cowings
1187,Golden Globe Awards 2007
1188,The Neighborhood
1189,Michael Jai White
1190,Siesta Key
1191,The Shadow of Your Smile
1192,Steve Kuhn
1193,Victoria Earle Matthews
1194,Richmond West
1195,Harry Reicher
1196,Poland (Schiff)
1197,FIFA-Weltfußballer des Jahres 2007
1198,Marvel’s Spider-Man 2
1199,Bagdad (Florida)
1200,Apple
1201,George M. Bergman
1202,Long Island Motor Company
1203,WWE Women’s Tag Team Championship
1204,Tokyo New City Orchestra
1205,Empathy Test
1206,Albert Maltz
1207,Aoife O’Donovan
1208,Eugene Schieffelin
1209,Alfred Kazin
1210,Liste von Persönlichkeiten der Stadt Montreal
1211,Mayo (Florida)
1212,Arthur W. Hummel senior
1213,Bennett Berger
1214,Benjamin Babock Thurston
1215,1870
1216,Madison County (New York)
1217,Leonard Freed
1218,Mujaahid Maynard
1219,José Davila
1220,Lebensrechtsbewegung
1221,Ron Thal
1222,Kathleen (Florida)
1223,Maximiliano Hernández
1224,Sirius Satellite Radio
1225,Ann Cusack
1226,Charles Schwab Corporation
1227,Matt & Kim
1228,Association of University Presses
1229,Rushmore (Film)
1230,Bruno Balz
1231,David Landsberg
1232,Ameren
1233,Nobleton (Florida)
1234,Elem Germanowitsch Klimow
1235,Kantrowitz
1236,Pi-Chin Chien
1237,Charles S. Sperry
1238,West Samoset
1239,S. Neil Fujita
1240,Woods (Band)
1241,Liste nicht gebürtiger Hannoveraner
1242,William Merritt Chase
1243,Tony Awards
1244,Krieger (Familienname)
1245,Tridroid Records
1246,Sidney Tillim
1247,Hagar Ben-Ari
1248,Louis Armstrong/Diskografie
1249,I Want Poetry
1250,Frederick Anton Wiehl
1251,NGC 7609
1252,Heinrich Loose
1253,UGC 7085A
1254,Alle reden übers Wetter
1255,National Society of Film Critics Award/Bester Film
1256,Bad Bunny
1257,George H. Lindsay
1258,Mein wunderbares West-Berlin
1259,NGC 1228
1260,Zwei junge Herzen (1928)
1261,Norman Zabusky
1262,Fazıl Say
1263,Die Stunde des Wolfs
1264,Judy Feld Carr
1265,Helen Mayer Harrison und Newton Harrison
1266,Penney Farms
1267,Ida Jean Orlando
1268,Franz Herda
1269,Bully & Rick
1270,SPX
1271,London Bridge (Lied)
1272,The ABC&D of Boogie Woogie
1273,Hamilton County (New York)
1274,National Crime Syndicate
1275,"Paris (Schiff, 1921)"
1276,Vincent DePaul Breen
1277,Adler (Familienname)
1278,Sechew Powell
1279,Aptiv
1280,Gerald E. Sacks
1281,Campus Lausanne
1282,Bill Viola
1283,Gianluca Ambrosetti
1284,Gillett Griffin
1285,Glen Cove
1286,Middleburg (Florida)
1287,Henri Hinrichsen
1288,David Requiro
1289,Reva Urban
1290,Die durch die Hölle gehen
1291,Eric Buchman
1292,Hinter verschlossenen Türen (Roman)
1293,Lionel Casson
1294,John J. Adams
1295,Eastman Chemical
1296,Lake Worth Beach
1297,Louis Eppolito
1298,Die Aussprache
1299,MTV Cribs
1300,KRS-One
1301,Damion Reid
1302,Lucien Lévy
1303,Chemung County
1304,Michael Paré
1305,Paula Perry
1306,Edwin Forbes
1307,Easy Rider
1308,NGC 1569
1309,Anson Herrick
1310,Lee Shubert
1311,Charles Martin (Boxer)
1312,World Music Awards
1313,Ieoh Ming Pei
1314,Geoffrey Owens
1315,Breukelen
1316,Donald Bailey (Schlagzeuger)
1317,Melissa Hayden (Tänzerin)
1318,Belt Parkway
1319,James McBride (Autor)
1320,Miguel Ángel García
1321,Lakeland Highlands
1322,William D. Veeder
1323,Riker Electric Motor Company
1324,Iona (Florida)
1325,José Laureano Pineda Ugarte
1326,Pol Pot
1327,MoMA PS1
1328,Rebecca Alpert
1329,Erkki Lahesmaa
1330,Charlotte County (Florida)
1331,Robin Thicke
1332,Deutsche Bank Center
1333,Harlem
1334,MTV Video Music Awards 2010
1335,Theodore R. Marmor
1336,Ben Vereen
1337,Talib Kweli
1338,Ray Bryant
1339,Barbara Boxer
1340,Joel Thompson
1341,David Nillo
1342,The Whale
1343,Anthony Bourdain – Eine Frage des Geschmacks
1344,Deborah Czeresko
1345,Rebirth (Album)
1346,Isidor Straus
1347,After Yang
1348,Rod Barry
1349,Well You Needn’t
1350,Mike Morgenstern
1351,"Plantation (Sarasota County, Florida)"
1352,Joe Nieves
1353,Ralph LaLama
1354,Al Aarons
1355,The Brooklyn Tower
1356,Connie Hawkins
1357,Gerard Schwarz
1358,Elegance Bratton
1359,Weldon Irvine
1360,James Finn
1361,Walter Scharf
1362,Behold… the Arctopus
1363,Pomona Park
1364,Isidore Haiblum
1365,Knitting Factory
1366,Kabary Salem
1367,Feminist Studies
1368,72nd Street (Manhattan)
1369,In der Hölle ist der Teufel los!
1370,Drones (Album)
1371,George Gershwin
1372,Spike Lee
1373,Gary Giddins
1374,Lyte Funkie Ones
1375,Robert Moog
1376,Cannon Building (Troy)
1377,Herbert Aptheker
1378,Azor (Film)
1379,Limestone Creek (Florida)
1380,Walter Baade
1381,Ray Sharkey
1382,White City (Florida)
1383,Thomas Thayer
1384,Noah Baumbach
1385,Die amerikanische Nacht
1386,Gitz Rice
1387,S and P 500
1388,UGC 2320
1389,Nancy Grossman
1390,John Augustus Roebling
1391,Richard Rappaport
1392,Barry Mann
1393,Yafa Yarkoni
1394,Liste der Nummer-eins-Hits in Kanada (2009)
1395,Zweite Schlacht von Rivas
1396,Mark A. Cane
1397,Lamar Hunt U.S. Open Cup 2013
1398,Cherokee Phoenix
1399,Nas (Rapper)
1400,Andrea Zittel
1401,Guy Rose
1402,"Vanadis (Schiff, 1908)"
1403,Michele Miranda
1404,Elliot Goldenthal
1405,1977
1406,Frank Shuman
1407,Entergy
1408,Alex Gino
1409,Sona Mohapatra
1410,Little Big Man (Film)
1411,NGC 2673
1412,Montego Joe
1413,Mary Lou Williams
1414,Akte X – Die unheimlichen Fälle des FBI/Staffel 4
1415,William Schuman
1416,Lufthansa-Raub
1417,Paul Motian
1418,David S. Landes
1419,Marat Kogut
1420,Dor Yeshorim
1421,Evelyn Lear
1422,Ralph R. Greenson
1423,Gilbert Vernam
1424,San Antonio (Florida)
1425,Edwin Pearce Christy
1426,Polk County (Florida)
1427,Elektra (Strauss)
1428,FIFA-Weltfußballer des Jahres 2001
1429,Piotr Orzechowski
1430,Blake (Familienname)
1431,Saint Marks (Florida)
1432,Carlos Colón
1433,Paul Newman
1434,Interlachen
1435,Ignacyo Matynia
1436,UGC 6945
1437,Seminole (Florida)
1438,Brooklyn Army Terminal
1439,NGC 7625
1440,The Game (Rapper)/Diskografie
1441,Jo Jo Dancer – Dein Leben ruft
1442,Gerard Kitchen O’Neill
1443,James Truslow Adams
1444,Chinatown (Manhattan)
1445,Solanus Casey
1446,CIGNA
1447,Osborne (Familienname)
1448,Timbaland
1449,Lori Fisler Damrosch
1450,Van Dyke Parks
1451,Sam Dillon
1452,Liste der Nummer-eins-Hits in Neuseeland (2005)
1453,Klavierkonzert (Barber)
1454,Amerikanische Mafia-Kommission
1455,Gloria DeNard
1456,1952
1457,Schiefergas
1458,Michael Gore
1459,Arp 274
1460,Irving Feinstein
1461,Wilton Gaynair
1462,Joachim Badenhorst
1463,Robert Zoellick
1464,Danny Tenaglia
1465,Ron Hudson
1466,Federico Confalonieri
1467,Ludmilla Chiriaeff
1468,Easy Mo Bee
1469,David Margulies
1470,Three Oaks (Florida)
1471,Des Canyons aux étoiles ...
1472,Elissa Schappell
1473,Harvey Lembeck
1474,Indian Creek (Florida)
1475,Fay Kellogg
1476,Marian McPartland
1477,Joss Stone
1478,Joshua Roman
1479,Helen-B.-Warner-Preis
1480,Die Warriors
1481,S&P Global Ratings
1482,Orange County (New York)
1483,Cat Toren
1484,Eric Wyatt
1485,Ann Alton
1486,Hugo Bamberger
1487,Dandeny Muñoz Mosquera
1488,Timothy Geithner
1489,Time (Dokumentarfilm)
1490,Alexei Ratmansky
1491,MrBeast
1492,Stanley Krippner
1493,New York City Center
1494,Monatshygiene
1495,Liste der Nummer-eins-Hits in der Schweiz (2005)
1496,NGC 5221
1497,Peck Allmond
1498,Thavisouk Phrasavath
1499,Foxy Brown (Rapperin)
1500,Tildenville
1501,Milton Wolff
1502,Philip Berg
1503,Ernie Henry
1504,BET Awards 2005
1505,Eden Ahbez
1506,Jake Bernstein (Journalist)
1507,Eyes on the Prize
1508,Frederic Brewster Loomis
1509,Patricia Hardy
1510,Lee (Florida)
1511,Tony Awards 2007
1512,Rohrpostnetze in Amerika
1513,Dave Winer
1514,Kevin P. Campbell
1515,James Edward McManus
1516,Cecilia Wentworth
1517,Daniel K. Ludwig
1518,Stephen Antonakos
1519,Webster (Florida)
1520,Dornröschen (Ballett)
1521,Dante Park
1522,Heather Juergensen
1523,American Horror Story
1524,Jeff Corey (Schauspieler)
1525,Richard Bellman
1526,Michael Brandon (Schauspieler)
1527,Howard Greenfield
1528,Hype Williams
1529,Marcus Loew
1530,Petros Klampanis
1531,Musikjahr 2018
1532,Carol Douglas
1533,Umberto Valenti
1534,Realty Income
1535,William M. Calder III
1536,Double Eagle II
1537,Liste der 100 größten Countys der Vereinigten Staaten nach Einwohnerzahl
1538,Siraj Wahhaj
1539,Kendrick Lamar/Diskografie
1540,Carol Weymuller Open 2012
1541,Frances Ha
1542,A Place to Bury Strangers
1543,Gregory Olsen
1544,Mark Snow
1545,Virginia O’Hanlon
1546,Patterson Companies
1547,Lou Donaldson
1548,Schmalspurganoven
1549,Clermont (Florida)
1550,NGC 7837
1551,Andy Luotto
1552,"Patience (Eddie-Murphy,-Anika-Noni-Rose-und-Keith-Robinson-Lied)"
1553,Petey Scalzo
1554,Maude Nugent
1555,Herbert Friedman
1556,IC 1181
1557,Augustus Le Plongeon
1558,J-Son
1559,Juno Awards 2004
1560,Fox Corporation
1561,Vito LoGrasso
1562,Sol Gubin
1563,Tineke Postma
1564,Paquito D’Rivera
1565,Sandeep Das
1566,Don Ayler
1567,Natalja Petrowna Ossipowa
1568,Carmen McRae Sings Lover Man and Other Billie Holiday Classics
1569,Mike Tyson
1570,Elisha Harris
1571,Fonthill Castle (New York)
1572,Mikhail Varshavski
1573,Frick Collection
1574,Murray Gerstenhaber
1575,Bay Pines
1576,… und wenn der letzte Reifen platzt
1577,Liste von Flugunfällen 1960 bis 1969
1578,St. Pete Beach
1579,Jazz-Nekrolog 2012
1580,Equity Office Properties
1581,Park Slope Food Coop
1582,Dean Foods
1583,1987
1584,Louis S. Kornicker
1585,Ausnahmezustand (Film)
1586,Fred Waller
1587,Welaka
1588,Alicia Alonso
1589,NGC 7828
1590,Alessandro Vollero
1591,Peggy Sue hat geheiratet
1592,Dean Benjamin McLaughlin
1593,The Algemeiner Journal
1594,Mank (Film)
1595,Hudson (Florida)
1596,"Whitfield (Manatee County, Florida)"
1597,Agyness Deyn
1598,Gibt es einen Weihnachtsmann?
1599,John W. O’Malley
1600,Clara Cressingham
1601,Lukas Eichhammer
1602,Roberto Bolle
1603,Liste der Stolpersteine in Neumarkt in der Oberpfalz
1604,Sebring (Florida)
1605,Tony Shalhoub
1606,John Romita junior
1607,The Fiery Furnaces
1608,Shady XV
1609,Henry Glade
1610,New York Sun
1611,Tatyana Fazlalizadeh
1612,Die Torheit der Regierenden
1613,Journey to the Outer Limits
1614,Blech (Herdabdeckung)
1615,Martin Greenfield
1616,Olga Alexandrowna Spessiwzewa
1617,Dirty Hands
1618,Ike Isaacs (Bassist)
1619,"Sammy Davis, Jr."
1620,Isabelle Stevenson Award
1621,Gene Dynarski
1622,AAA-Saison 1912
1623,Krao Farini
1624,Philip Strax
1625,Ben Roberts (Drehbuchautor)
1626,Curtis Mayfield
1627,Gary Private
1628,Murray H. Protter
1629,The 7/27 Tour
1630,Martin Pope
1631,Queen Victoria (Schiff)
1632,Die Brooklyn-Revue
1633,Smif-N-Wessun
1634,Briny Breezes
1635,Kokunre A. Agbontaen-Eghafona
1636,Minneola (Florida)
1637,IC 883
1638,MTV Video Music Awards/Best Direction
1639,Lower Grand Lagoon
1640,Reflections of the Eternal Line
1641,Charles Cary Rumsey
1642,Catch Me If You Can (Musical)
1643,Howard McCain
1644,1968
1645,Uri Zohar
1646,Gabriel Vicéns
1647,Young Concert Artists
1648,Aetna
1649,Quanto
1650,Alfred Schmela
1651,High Point (Florida)
1652,Mach den Bibo
1653,Lyndhurst (Jay Gould Estate)
1654,NGC 2648
1655,Viola Lawrence
1656,Nathan Straus
1657,Carol Ann Susi
1658,John Morrill Abbott
1659,1883
1660,Mosenu
1661,Liste der Biografien/Carm
1662,NGC 7678
1663,Broadcom Inc.
1664,Earth Mama
1665,T. J. Stiles
1666,Sal Buscema
1667,Fiona Apple Maggart
1668,Weihnachtsmann
1669,Tyco International
1670,Proof (Rapper)
1671,Simone Dinnerstein
1672,Arp 104
1673,10. November
1674,Aubrey Plaza
1675,Joseph Heller (Schriftsteller)
1676,Louis K. Church
1677,Don’t Start Now
1678,Black Diamond (Florida)
1679,Joe Mantell
1680,Dwight Howard
1681,L Brands
1682,Mogwai (Band)
1683,Fake News
1684,Jonathan David
1685,Melville Shavelson
1686,The Reflections
1687,Red Jacket
1688,Steven Hoffenberg
1689,Lawtey
1690,PGC 10139
1691,Kanalisation
1692,Megan Twohey
1693,Jeff Katz
1694,NGC 1614
1695,NOS Alive!
1696,Kapp Records
1697,David Greilsammer
1698,Tcheser Holmes
1699,SP500
1700,House of Yes
1701,Alexander Borissowitsch Godunow
1702,Walter Hampden
1703,Internationales Hot-Dog-Wettessen
1704,Stuart Rosenberg
1705,ISAE 3402
1706,Tiny Desk Concerts/Episodenliste
1707,WHTZ
1708,Adeeb Khalid
1709,William Garity
1710,Vanessa Redgrave
1711,Teófimo López
1712,NGC 7284
1713,Echoverleihung 2008
1714,Constantine (Fernsehserie)
1715,Floral City
1716,Edward Bayard Heath
1717,Janice Dickinson
1718,Neal Slavin
1719,Gus Bamberger
1720,Liste von Pianisten
1721,Roger N. Begin
1722,Bridge over Troubled Water (Lied)
1723,Alfred Wertheimer
1724,Eustis (Florida)
1725,Rudy Traylor
1726,Natalie Bookchin
1727,S&P Global
1728,E. W. Scripps Company
1729,Armand H. Cote
1730,Liste der Biografien/Ir
1731,"Wish You Were Here – Ich wollte, du wärst hier"
1732,Justin Timberlake/Diskografie
1733,NGC 6040
1734,Jerry Wald (Filmproduzent)
1735,William J. Coombs
1736,John Devereaux
1737,V. Craig Jordan
1738,Spike Video Game Awards
1739,Azalea Park
1740,Suzanne Loebl
1741,Till – Kampf um die Wahrheit
1742,Jimmie Haskell
1743,Nekrolog 1866
1744,Sara Serpa
1745,Satellite Award/Film/Bester Filmsong
1746,Reign in Blood
1747,NGC 1232
1748,Sera Gösch
1749,Jazz an einem Sommerabend
1750,Harlan Fiske Stone
1751,Nashom Wooden
1752,John Francis Barrett
1753,Liste der Biografien/Rid
1754,Tice (Florida)
1755,Sebastian (Florida)
1756,Trenton (Florida)
1757,Hal Elias
1758,Harry Klee
1759,Brooklyn Nets
1760,NGC 4810
1761,Mia Sara
1762,Manatee Road
1763,José Padilla (Terrorverdächtiger)
1764,Ludacris/Diskografie
1765,Annemarie Jacir
1766,New York Cosmos (2010)
1767,Edgewater (Florida)
1768,Robert E. Quinn
1769,Martin J. Sherwin
1770,Ray Kassar
1771,Eine Nacht in Casablanca
1772,American Council of Learned Societies
1773,Brooklyn Cruise Terminal
1774,Wallace Morgan
1775,Harbor Bluffs
1776,Akua Dixon
1777,Brian Welch
1778,Eugene Goldwasser
1779,Zhang Daxun
1780,Terri Lyne Carrington
1781,Patriarca-Familie
1782,Eva Evdokimova
1783,Brooklyn Theatre
1784,Horseshoe Beach
1785,Carrie Mae Weems
1786,Gary Indiana
1787,Unser Leben mit Vater
1788,"Normandie (Schiff, 1935)"
1789,NGC 541
1790,Curtis Stone (Leichtathlet)
1791,Miltscho Lewiew
1792,Pietro Maroncelli
1793,Atlantis (Florida)
1794,Scott O’Grady
1795,Paula (1952)
1796,Walter Bernstein (Drehbuchautor)
1797,Die Frau im Nebel
1798,Straßenbahnmuseum
1799,John Loughlin
1800,National Society of Film Critics Award/Bestes Drehbuch
1801,Ralph Solecki
1802,Cedar Key
1803,John Cunningham Whitehead
1804,Judith Butler
1805,Amoklauf in der Washington Navy Yard
1806,Robert Helenius
1807,Abe Reles
1808,George Schuller
1809,Pizza Connection Trial
1810,Vanessa Lee Chester
1811,Maria de Fátima Mendonça
1812,George Gordon Byron
1813,Desoto Lakes
1814,Joel Zwick
1815,Original Indiana Five
1816,Sophie Auster
1817,Mack Gray
1818,Theodor Cuno
1819,Bruce Gilden
1820,Andre Dirrell
1821,Jennifer Connelly
1822,Avant Gardner
1823,Isaac C. Delaplaine
1824,William Kingsford
1825,Church of the Ascension (Manhattan)
1826,Stephan Crump
1827,Lola Montez
1828,David Zinman
1829,Rudresh Mahanthappa
1830,Groveland (Florida)
1831,NGC 2993
1832,Frank Lacy
1833,Bertram Kostant
1834,Terence Winter
1835,Charles Muscatine
1836,Experience Estabrook
1837,Robert Longo
1838,Sketch History
1839,Tearing Down the Spanish Flag
1840,1866
1841,Havanna-Konferenz
1842,Claus Dierksmeier
1843,Radio Corporation of America
1844,Bruce Paltrow
1845,Joseph Mauborgne
1846,Liste der Top-3-Platzierungen in den deutschen Single-Jahrescharts
1847,Why Try to Change Me Now
1848,Squirmin’
1849,The Normal Heart (Theaterstück)
1850,Marion Cotillard
1851,NGC 5421
1852,Reed Smith
1853,Mexico Beach
1854,Robert Anton Wilson
1855,Montreux Jazz Festival
1856,U-Bahn-Linie G (New York City)
1857,Gerhard Loose
1858,Nat Tiffen
1859,Bennett (British Columbia)
1860,Alexander Kevitz
1861,Indiana Statehouse
1862,Angel of Grief
1863,Jeffrey Hazard
1864,Noah Sow
1865,Liste von Verkehrsmuseen
1866,Ocean’s Kingdom
1867,Borough President
1868,Paul Mazursky
1869,Santa Rosa County
1870,Liste von Filmen über Rap
1871,NGC 474
1872,Long Ago (and Far Away)
1873,NGC 6285
1874,Terrence McManus
1875,Winter Park (Florida)
1876,Schreie und Flüstern
1877,NGC 3808
1878,Elias Howe
1879,Der Klang der Weihnacht
1880,Hexenkessel (1973)
1881,Paul Ash
1882,David A. Boody
1883,R. Kelly
1884,NXT Tag Team Championship
1885,Southgate (Florida)
1886,Stacey Street
1887,Jeff Cheeger
1888,New York City E-Prix
1889,Joel Rifkin
1890,Jerome Cooper
1891,Richard Crudo
1892,Tony Matelli
1893,Richard Armitage (Politiker)
1894,Sandi Simcha DuBowski
1895,Flamingo (Lied)
1896,Clap Your Hands Say Yeah
1897,Thomas J. Manton
1898,Hialeah
1899,Die Schattenmacher
1900,Charles Collins (Politiker)
1901,Fluor Corporation
1902,Die O.J. Simpson Story – Der Mordfall des Jahrhunderts
1903,Dixie County
1904,Wes Craven
1905,August Sauer
1906,Rachel Chagall
1907,Trafficante-Familie
1908,Die Geschichte der Qiu Ju
1909,Liste der Nummer-eins-Hits in Deutschland (2005)
1910,Port Richey
1911,Cecil Brooks III
1912,Corbin Bleu
1913,Tom Murphy (Leichtathlet)
1914,Liste von Zwischenfällen mit der Douglas DC-8
1915,John Roselli
1916,Leonardo Radicchi
1917,Country Walk
1918,Nicolas Cage
1919,Vollrath Zingelmann
1920,Dover (Florida)
1921,James J. Delaney
1922,John D’Amico (Mafioso)
1923,Octo Octa
1924,Onyx (Band)
1925,Goldpreis
1926,Victor Sproles
1927,Laura Wheeler Waring
1928,John Whitehead
1929,Devon Alexander
1930,Jason Moran
1931,Mr. Probz
1932,Mutt (Film)
1933,BeV StroganoV
1934,Thomas Eboli
1935,Judith N. Shklar
1936,Clay County (Florida)
1937,Bertram Tracy Clayton
1938,Kai Winding
1939,Paul Schrader (Regisseur)
1940,De Dion-Bouton Motorette Company
1941,Curtis Jackson
1942,Mort Drucker
1943,Peter W. Ladue
1944,Henry Roberts (Politiker)
1945,Tidal
1946,John L. Esposito
1947,Faroon
1948,Four Corners (Florida)
1949,Violette Verdy
1950,Castellammare
1951,Metropolitan Opera Auditions of the Air
1952,Charles Atlas
1953,NBA-Draft 2015
1954,David Benioff
1955,Fred Terna
1956,Neptune Beach
1957,NXT United Kingdom Championship
1958,The Lounge Lizards
1959,Olivier Charlier
1960,Alberto-Culver
1961,Fay Victor
1962,John B. Johnston
1963,Julius Asal
1964,Cassis B Staudt
1965,Scott Johnson (Komponist)
1966,CIT Group
1967,Abram Wakeman
1968,David Peel (Musiker)
1969,DJ Khalil
1970,NGC 7753
1971,Lloyd Bryce
1972,Tadeusz Kościuszko
1973,Barry Commoner
1974,Highland City
1975,Vamo
1976,NGC 5994
1977,Liste bedeutender Seeunfälle 1941–1950
1978,Chatham House
1979,Roberts Quartett
1980,Camorra
1981,Last Night When We Were Young
1982,Winter & Winter
1983,Carmen Ejogo
1984,Estero
1985,Liste der Nummer-eins-R&B-Alben in den USA (2005)
1986,Big Daddy Kane
1987,Joi Harris
1988,George Hempl
1989,Dave Dave
1990,H.F.M. 2 – The Hunger for More 2
1991,Felix Campbell
1992,Geschichte der Ingenieurwissenschaften
1993,Joseph Pulitzer
1994,MTV Video Music Awards 2001
1995,Wladimir Dawidowitsch Medem
1996,Bilal (Sänger)
1997,Coleman (Florida)
1998,Irene Higginbotham
1999,Gelsey Kirkland
2000,Alexis Zabé
2001,Orlando (Florida)
2002,Herb Jaffe
2003,NGC 835
2004,NGC 5954
